676,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team"
677,"Art Competitions Mixed Sculpturing, Medals And Reliefs"
678,"Athletics Men's 1,500 metres Walk"
679,"Athletics Men's 3 mile, Team"
680,"Art Competitions Mixed Sculpturing, Medals"
681,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres"
682,"Equestrianism Men's Vaulting, Team"
683,"Shooting Men's Free Rifle, Any Position, 300 metres"
684,"Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres"
685,Swimming Men's 100 Yard Backstroke
686,Swimming Men's 440 Yard Breaststroke
687,"Art Competitions Mixed Literature, Epic Works"
688,Art Competitions Mixed Architecture
689,"Athletics Men's 3,500 metres Walk"
690,Roque Men's Singles
691,Gymnastics Men's Side Horse
692,Alpinism Mixed Alpinism
693,Archery Men's Double American Round
694,Archery Men's Team Round
695,"Archery Men's Target Archery, 33 metres, Individual"
696,"Archery Men's Target Archery, 50 metres, Individual"
697,"Swimming Men's 1,000 metres Freestyle"
698,Athletics Men's 10 mile Walk
699,"Athletics Men's Discus Throw, Both Hands"
700,Golf Men's Team
701,Sailing Mixed 0-0.5 Ton
702,Sailing Mixed 20+ Ton
703,Cycling Women's Team Sprint
704,"Weightlifting Men's Unlimited, Two Hands"
705,"Shooting Men's Free Pistol, 25 metres"
706,"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres"
707,"Shooting Men's Military Revolver, 20 metres"
708,Shooting Men's Dueling Pistol Au Vise 20 metres
709,"Shooting Men's Dueling Pistol Au Commandement, 25 metres"
710,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team"
711,Sailing Mixed 6.5 metres
712,Athletics Men's 200 metres Hurdles
713,Athletics Men's 56-pound Weight Throw
714,Equestrianism Mixed Four-In-Hand Competition
715,"Athletics Men's 2,500 metres Steeplechase"
716,"Art Competitions Mixed Music, Unknown Event"
717,Athletics Men's All-Around Championship
718,"Archery Men's Pole Archery, Small Birds, Individual"
719,"Archery Men's Pole Archery, Large Birds, Individual"
720,"Archery Men's Pole Archery, Small Birds, Team"
721,"Archery Men's Pole Archery, Large Birds, Team"
722,"Athletics Men's 2,590 metres Steeplechase"
723,Archery Women's Double Columbia Round
724,"Athletics Men's 4 mile, Team"
725,Figure Skating Men's Special Figures
726,"Shooting Men's Military Rifle, Standing, 300 metres"
727,Swimming Men's 50 yard Freestyle
728,Swimming Men's 100 yard Freestyle
729,Swimming Men's 440 yard Freestyle
730,Basque Pelota Men's Two-Man Teams With Cesta
731,"Shooting Men's Trap, Single Shot, 16 metres"
732,"Shooting Men's Trap, Double Shot, 14 metres"
733,Equestrianism Mixed Long Jump
734,"Canoeing Men's Folding Kayak Singles, 10 kilometres"
735,"Shooting Men's Free Pistol, 30 metres"
736,"Shooting Men's Military Pistol, 25 metres"
737,Swimming Men's 100 metres Freestyle For Sailors
738,Archery Men's Sur La Perche a La Herse
739,Sailing Mixed 3-10 Ton
740,"Gymnastics Men's Individual All-Around, 4 Events"
741,"Wrestling Men's Unlimited Class, Greco-Roman"
742,Motorboating Mixed B-Class (Under 60 Feet)
743,Motorboating Mixed C-Class
744,"Cycling Men's 10,000 metres"
745,"Art Competitions Mixed Sculpturing, Reliefs"
746,"Shooting Men's Muzzle-Loading Pistol, 25 metres"
747,Equestrianism Mixed High Jump
748,Archery Men's Sur La Perche a La Pyramide
749,"Fencing Men's Single Sticks, Individual"
750,Gymnastics Men's Tumbling
751,Shooting Men's Unknown Event
752,Sailing Mixed 18 foot
753,Archery Men's Unknown Event
754,"Archery Men's Au Chapelet, 50 metres"
755,Archery Men's Championnat Du Monde
756,Archery Women's Team Round
757,"Wrestling Men's All-Around, Greco-Roman"
758,Cycling Men's 12-Hours Race
759,Swimming Men's 500 metres Freestyle
760,Weightlifting Men's All-Around Dumbbell Contest
761,"Archery Men's Au Chapelet, 33 metres"
762,"Archery Men's Au Cordon Dore, 33 metres"
763,"Archery Men's Target Archery, 28 metres, Individual"
764,Aeronautics Mixed Aeronautics
